disease,description,precaution_1,precaution_2,precaution_3,precaution_4,drug
Hepatitis D,"Hepatitis D, juga dikenal sebagai virus hepatitis delta, adalah infeksi yang menyebabkan hati menjadi meradang. Pembengkakan ini dapat mengganggu fungsi hati dan menyebabkan masalah hati jangka panjang, termasuk jaringan parut hati dan kanker. Kondisi ini disebabkan oleh virus hepatitis D (HDV).",Konsultasikan dengan dokter,pengobatan,makan sehat,menindaklanjuti,Obat spesifik untuk Hepatitis D tidak tersedia di dataset. Disarankan untuk konsultasi dengan dokter spesialis hati.
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,aspirin
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,clopidogrel
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,metoprolol
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,lisinopril
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,nitroglycerin
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,ramipril
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,warfarin
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,atenolol
Serangan jantung,"Kematian otot jantung karena kehilangan suplai darah. Hilangnya suplai darah biasanya disebabkan oleh penyumbatan lengkap arteri koroner, salah satu arteri yang memasok darah ke otot jantung.",Panggil ambulans,mengunyah atau menelan asprin,tetap tenang,,enoxaparin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,levofloxacin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,clarithromycin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,ceftriaxone
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,azithromycin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,doxycycline
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,amoxicillin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,ciprofloxacin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,clindamycin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,cefdinir
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,amoxicillin / clavulanate
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,sulfamethoxazole / trimethoprim
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,cefotaxime
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,metronidazole
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,moxifloxacin
Pneumonia,"Pneumonia adalah infeksi pada satu atau kedua paru -paru. Bakteri, virus, dan jamur menyebabkannya. Infeksi menyebabkan peradangan di kantung udara di paru -paru Anda, yang disebut alveoli. Alveoli mengisi dengan cairan atau nanah, membuatnya sulit untuk bernafas.",Konsultasikan dengan dokter,pengobatan,istirahat,menindaklanjuti,cefuroxime
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,methotrexate
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,prednisone
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,meloxicam
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,hydroxychloroquine
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,sulfasalazine
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,leflunomide
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,diclofenac
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,naproxen
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,celecoxib
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,acetaminophen / hydrocodone
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,ibuprofen
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,diclofenac
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,celecoxib
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,aspirin
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,adalimumab
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,etanercept
Arthritis,"Arthritis adalah pembengkakan dan kelembutan satu atau lebih sendi Anda. Gejala utama artritis adalah nyeri sendi dan kekakuan, yang biasanya memburuk seiring bertambahnya usia. Jenis artritis yang paling umum adalah osteoartritis dan rheumatoid arthritis.",latihan,Gunakan terapi panas dan dingin,Coba akupunktur,pijat,golimumab
Gastroenteritis,"Gastroenteritis adalah peradangan saluran pencernaan, terutama lambung, dan usus besar dan kecil. Gastroenteritis virus dan bakteri adalah infeksi usus yang terkait dengan gejala diare, kram perut, mual, dan muntah.",berhenti makan makanan padat untuk sementara,Cobalah minum air kecil,istirahat,mudah kembali untuk makan,ondansetron
Gastroenteritis,"Gastroenteritis adalah peradangan saluran pencernaan, terutama lambung, dan usus besar dan kecil. Gastroenteritis virus dan bakteri adalah infeksi usus yang terkait dengan gejala diare, kram perut, mual, dan muntah.",berhenti makan makanan padat untuk sementara,Cobalah minum air kecil,istirahat,mudah kembali untuk makan,doxycycline
Gastroenteritis,"Gastroenteritis adalah peradangan saluran pencernaan, terutama lambung, dan usus besar dan kecil. Gastroenteritis virus dan bakteri adalah infeksi usus yang terkait dengan gejala diare, kram perut, mual, dan muntah.",berhenti makan makanan padat untuk sementara,Cobalah minum air kecil,istirahat,mudah kembali untuk makan,ceftriaxone
Gastroenteritis,"Gastroenteritis adalah peradangan saluran pencernaan, terutama lambung, dan usus besar dan kecil. Gastroenteritis virus dan bakteri adalah infeksi usus yang terkait dengan gejala diare, kram perut, mual, dan muntah.",berhenti makan makanan padat untuk sementara,Cobalah minum air kecil,istirahat,mudah kembali untuk makan,ampicillin
Gastroenteritis,"Gastroenteritis adalah peradangan saluran pencernaan, terutama lambung, dan usus besar dan kecil. Gastroenteritis virus dan bakteri adalah infeksi usus yang terkait dengan gejala diare, kram perut, mual, dan muntah.",berhenti makan makanan padat untuk sementara,Cobalah minum air kecil,istirahat,mudah kembali untuk makan,rotavirus vaccine
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,dexamethasone
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,isoniazid / pyrazinamide / rifampin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,ethambutol
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,isoniazid
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,rifampin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,pyrazinamide
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,isoniazid / rifampin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,levofloxacin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,moxifloxacin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,ciprofloxacin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,streptomycin
Tuberkulosis,"Tuberkulosis (TB) adalah penyakit menular yang biasanya disebabkan oleh bakteri Mycobacterium tuberculosis (MTB). Tuberkulosis umumnya mempengaruhi paru -paru, tetapi juga dapat mempengaruhi bagian tubuh lainnya. Sebagian besar infeksi tidak menunjukkan gejala, dalam hal ini dikenal sebagai tuberkulosis laten.",Tutup mulut,Konsultasikan dengan dokter,pengobatan,istirahat,amikacin
